k,AU,AT,DU,DT1,DT2,cU,cT1,cT2,J,S,sbar
1e-06,0.48999908371947765,11.966617740494952,-10.207732314598559,-257.3739264123527,-0.017641310687926733,0.1065543441905979,2.701454065053183,0.0008274047072261147,0.4973078863772432,0.0,0.0
1.028463060849779e-06,0.48999908371897344,11.966617740482555,-10.207732314584717,-257.3739264120053,-0.017641310687943272,0.10655434419047802,2.7014540650502186,0.0008274047072265493,0.49730788637676354,0.0,0.0
1.0577362675324964e-06,0.4899990837184402,11.966617740469445,-10.207732314570066,-257.37392641163814,-0.017641310687960758,0.10655434419035117,2.701454065047084,0.0008274047072270085,0.4973078863762556,0.0,0.0
1.087842679278294e-06,0.48999908371787615,11.96661774045558,-10.207732314554573,-257.37392641124944,-0.017641310687979313,0.1065543441902171,2.7014540650437646,0.0008274047072274942,0.49730788637571843,0.0,0.0
1.118806011653579e-06,0.48999908371727957,11.96661774044092,-10.207732314538193,-257.37392641083886,-0.017641310687998814,0.10655434419007527,2.7014540650402576,0.0008274047072280078,0.49730788637515067,0.0,0.0
1.1506506552423733e-06,0.4899990837166483,11.966617740425399,-10.207732314520845,-257.3739264104044,-0.017641310688019555,0.10655434418992518,2.701454065036543,0.0008274047072285511,0.49730788637454965,0.0,0.0
1.183401694859375e-06,0.4899990837159807,11.966617740409,-10.207732314502513,-257.37392640994483,-0.017641310688041492,0.10655434418976648,2.7014540650326193,0.0008274047072291262,0.49730788637391415,0.0,0.0
1.2170849293098917e-06,0.48999908371527484,11.966617740391637,-10.207732314483128,-257.3739264094585,-0.017641310688064626,0.10655434418959865,2.7014540650284666,0.000827404707229734,0.4973078863732416,0.0,0.0
1.251726891712188e-06,0.48999908371452766,11.966617740373279,-10.207732314462614,-257.3739264089444,-0.0176413106880891,0.10655434418942109,2.701454065024076,0.0008274047072303765,0.49730788637253104,0.0,0.0
1.2873548703982968e-06,0.48999908371373785,11.966617740353863,-10.207732314440921,-257.3739264084005,-0.017641310688115055,0.10655434418923332,2.7014540650194285,0.0008274047072310574,0.49730788637177914,0.0,0.0
1.323996930409703e-06,0.4899990837129022,11.966617740333325,-10.20773231441797,-257.3739264078248,-0.017641310688142495,0.10655434418903469,2.701454065014514,0.0008274047072317771,0.4973078863709834,0.0,0.0
